Name;Sector;Ticker;Country,
Axis Bank;Financials;AXISBANK.NS;India,
Bajaj Auto;Consumer Discretionary;BAJAJ-AUTO.NS;India,
Bajaj Finance;Financials;BAJFINANCE.NS;India,
Bajaj Finserv;Financials;BAJAJFINSV.NS;India,
Bharti Airtel;Communication Services;BHARTIARTL.NS;India,
Bharat Petroleum;Energy;BPCL.NS;India,
Britannia Industries;Consumer Defensive;BRITANNIA.NS;India,
Cipla;Healthcare;CIPLA.NS;India,
Coal India;Materials;COALINDIA.NS;India,
Divi's Laboratories;Healthcare;DIVISLAB.NS;India,
Dr. Reddy's Laboratories;Healthcare;DRREDDY.NS;India,
Eicher Motors;Consumer Discretionary;EICHERMOT.NS;India,
GAIL;Energy;GAIL.NS;India,
Grasim Industries;Materials;GRASIM.NS;India,
HCL Technologies;Information Technology;HCLTECH.NS;India,
HDFC;Financials;HDFC.NS;India,
HDFC Bank;Financials;HDFCBANK.NS;India,
HDFC Life;Financials;HDFCLIFE.NS;India,
Hero MotoCorp;Consumer Discretionary;HEROMOTOCO.NS;India,
Hindalco Industries;Materials;HINDALCO.NS;India,
Hindustan Unilever;Consumer Defensive;HINDUNILVR.NS;India,
ICICI Bank;Financials;ICICIBANK.NS;India,
IndusInd Bank;Financials;INDUSINDBK.NS;India,
Infosys;Information Technology;INFY.NS;India,
Indian Oil Corporation;Energy;IOC.NS;India,
ITC Limited;Consumer Defensive;ITC.NS;India,
JSW Steel;Materials;JSWSTEEL.NS;India,
Kotak Mahindra Bank;Financials;KOTAKBANK.NS;India,
Larsen & Toubro;Industrials;LT.NS;India,
Mahindra & Mahindra;Consumer Discretionary;M&M.NS;India,
Maruti Suzuki;Consumer Discretionary;MARUTI.NS;India,
Nestlé India;Consumer Defensive;NESTLEIND.NS;India,
NTPC;Energy;NTPC.NS;India,
Oil and Natural Gas Corporation;Energy;ONGC.NS;India,
Power Grid Corporation of India;Energy;POWERGRID.NS;India,
Reliance Industries;Energy;RELIANCE.NS;India,
State Bank of India;Financials;SBIN.NS;India,
SBI Life Insurance Company;Financials;SBILIFE.NS;India,
Shree Cements;Materials;SHREECEM.NS;India,
Sun Pharmaceutical;Healthcare;SUNPHARMA.NS;India,
Tata Motors;Consumer Discretionary;TATAMOTORS.NS;India,
Tata Steel;Materials;TATASTEEL.NS;India,
Tata Consultancy Services;Information Technology;TCS.NS;India,
Tech Mahindra;Information Technology;TECHM.NS;India,
Titan Company;Consumer Defensive;TITAN.NS;India,
UltraTech Cement;Materials;ULTRACEMCO.NS;India,
United Phosphorus Limited;Materials;UPL.NS;India,
Wipro;Information Technology;WIPRO.NS;India,
AIB Group;Financials;A5G.IR;Ireland,
Applegreen;Consumer Discretionary;APGN.IR;Ireland,
Aryzta;Consumer Defensive;YZA.IR;Ireland,
Bank of Ireland;Financials;BIRG.IR;Ireland,
Cairn Homes;Consumer Discretionary;C5H.IR;Ireland,
CRH;Materials;CRG.IR;Ireland,
Dalata Hotel Group;Consumer Discretionary;DHG.IR;Ireland,
Flutter Entertainment;Consumer Discretionary;FLTR.IR;Ireland,
Glanbia;Consumer Defensive;GL9.IR;Ireland,
Glenveagh Properties;Consumer Discretionary;GVR.IR;Ireland,
Greencoat Renewables;Energy;GRP.IR;Ireland,
Hibernia REIT;Real Estate;HBRN.IR;Ireland,
Irish Continental Group;Industrials;IR5B.IR;Ireland,
Irish Residential Properties REIT;Real Estate;IRES.IR;Ireland,
Kerry Group;Consumer Defensive;KRZ.IR;Ireland,
Kingspan Group;Industrials;KRX.IR;Ireland,
Origin Enterprises;Consumer Defensive;OIZ.IR;Ireland,
Ryanair Holdings;Industrials;RY4C.IR;Ireland,
Smurfit Kappa;Consumer Discretionary;SK3.IR;Ireland,
Total Produce;Consumer Defensive;T7O.IR;Ireland,
Airport City Ltd;Real Estate;ARPT.TA;Israel,
Alony Hetz;Real Estate;ALHE.TA;Israel,
Amot Investments;Real Estate;AMOT.TA;Israel,
Azrieli Group;Real Estate;AZRG.TA;Israel,
BAZAN Group;Energy;ORL.TA;Israel,
Bezeq;Consumer Discretionary;BEZQ.TA;Israel,
Delek Drilling;Energy;DEDR-L.TA;Israel,
Delek Group;Consumer Discretionary;DLEKG.TA;Israel,
Israel Discount Bank;Financials;DSCT.TA;Israel,
Elbit Systems;Consumer Discretionary;ESLT.TA;Israel,
Energean Oil & Gas;Energy;ENOG.TA;Israel,
Fattal 1998 Holdings;Consumer Discretionary;FTAL.TA;Israel,
First International Bank of Israel;Financials;FIBI.TA;Israel,
Gazit-Globe;Real Estate;GZT.TA;Israel,
Harel Insurance;Financials;HARL.TA;Israel,
ICL Israel Chemicals;Materials;ICL.TA;Israel,
International Flavors & Fragrances;Consumer Defensive;IFF.TA;Israel,
Israel Corporation;Energy;ILCO.TA;Israel,
Isramco;Energy;ISRA-L.TA;Israel,
Bank Leumi;Financials;LUMI.TA;Israel,
LivePerson;Information Technology;LPSN.TA;Israel,
Melisron;Real Estate;MLSR.TA;Israel,
Mizrahi-Tefahot Bank;Financials;MZTF.TA;Israel,
NICE Ltd.;Information Technology;NICE.TA;Israel,
OPKO Health;Healthcare;OPK.TA;Israel,
Ormat Technologies;Utilities;ORA.TA;Israel,
Paz Oil Company;Energy;PZOL.TA;Israel,
Perrigo;Healthcare;PRGO.TA;Israel,
Phoenix Holdings Ltd.;Financials;PHOE.TA;Israel,
Bank Hapoalim;Financials;POLI.TA;Israel,
Shapir Engineering Industry;Industrials;SPEN.TA;Israel,
Shufersal;Consumer Discretionary;SAE.TA;Israel,
Strauss Group;Consumer Defensive;STRS.TA;Israel,
Teva Pharmaceutical Industries;Healthcare;TEVA.TA;Israel,
Tower Semiconductor;Information Technology;TSEM.TA;Israel,
A2A;Utilities;A2A.MI;Italy,
Amplifon;Healthcare;AMP.MI;Italy,
Atlantia;Consumer Discretionary;ATL.MI;Italy,
Azimut;Financials;AZM.MI;Italy,
Banca Generali;Financials;BGN.MI;Italy,
Banco BPM;Financials;BAMI.MI;Italy,
BPER Banca;Financials;BPE.MI;Italy,
Brembo;Consumer Discretionary;BRE.MI;Italy,
Buzzi Unicem;Materials;BZU.MI;Italy,
Campari;Consumer Defensive;CPR.MI;Italy,
CNH Industrial;Industrials;CNHI.MI;Italy,
Diasorin;Healthcare;DIA.MI;Italy,
Enel;Utilities;ENEL.MI;Italy,
Eni;Energy;ENI.MI;Italy,
Exor;Financials;EXO.MI;Italy,
Ferrari;Consumer Discretionary;RACE.MI;Italy,
Fiat Chrysler Automobiles;Consumer Discretionary;FCA.MI;Italy,
FinecoBank;Financials;FBK.MI;Italy,
Generali;Financials;G.MI;Italy,
Intesa Sanpaolo;Financials;ISP.MI;Italy,
Italgas;Utilities;IG.MI;Italy,
Juventus Football Club;Consumer Discretionary;JUVE.MI;Italy,
Leonardo;Industrials;LDO.MI;Italy,
Mediobanca;Financials;MB.MI;Italy,
Moncler;Consumer Defensive;MONC.MI;Italy,
Pirelli;Consumer Discretionary;PIRC.MI;Italy,
Poste italiane;Financials;PST.MI;Italy,
Prysmian;Utilities;PRY.MI;Italy,
Recordati;Healthcare;REC.MI;Italy,
Saipem;Energy;SPM.MI;Italy,
Salvatore Ferragamo;Consumer Defensive;SFER.MI;Italy,
Snam;Consumer Defensive;SRG.MI;Italy,
STMicroelectronics;Information Technology;STM.MI;Italy,
Telecom Italia;Consumer Discretionary;TIT.MI;Italy,
Tenaris;Industrials;TEN.MI;Italy,
Terna;Utilities;TRN.MI;Italy,
UBI Banca;Financials;UBI.MI;Italy,
UniCredit;Financials;UCG.MI;Italy,
Unipol;Financials;UNI.MI;Italy,
UnipolSai;Financials;US.MI;Italy,
ADVANTEST CORP;Utilities;6857.T;Japan,
AEON LTD;Consumer Discretionary;8267.T;Japan,
AGC INC;Consumer Discretionary;5201.T;Japan,
AJINOMOTO INC;Consumer Defensive;2802.T;Japan,
ALPS ALPINE LTD;Utilities;6770.T;Japan,
AMADA HOLDINGS LTD;Industrials;6113.T;Japan,
ANA HOLDINGS INC;Consumer Discretionary;9202.T;Japan,
AOZORA BANK LTD;Financials;8304.T;Japan,
ASAHI GROUP HOLDINGS LTD;Consumer Defensive;2502.T;Japan,
ASAHI KASEI CORP;Materials;3407.T;Japan,
ASTELLAS PHARMA INC;Healthcare;4503.T;Japan,
BANDAI NAMCO HOLDINGS INC;Consumer Discretionary;7832.T;Japan,
BRIDGESTONE CORP;Materials;5108.T;Japan,
CANON INC;Utilities;7751.T;Japan,
CASIO COMPUTER LTD;Utilities;6952.T;Japan,
CENTRAL JAPAN RAILWAY;Consumer Discretionary;9022.T;Japan,
CHIBA BANK LTD;Financials;8331.T;Japan,
CHUBU ELECTRIC POWER INC;Utilities;9502.T;Japan,
CHUGAI PHARMACEUTICAL LTD;Healthcare;4519.T;Japan,
CITIZEN WATCH LTD;Consumer Discretionary;7762.T;Japan,
COMSYS HOLDINGS CORP;Industrials;1721.T;Japan,
CONCORDIA FINANCIAL GROUP LTD;Financials;7186.T;Japan,
CREDIT SAISON LTD;Financials;8253.T;Japan,
CYBER AGENT INC;Consumer Discretionary;4751.T;Japan,
DAI NIPPON PRINTING LTD;Consumer Discretionary;7912.T;Japan,
DAI-ICHI LIFE HOLDINGS INC;Financials;8750.T;Japan,
DAIICHI SANKYO LTD;Healthcare;4568.T;Japan,
DAIKIN INDUSTRIES LTD;Industrials;6367.T;Japan,
DAINIPPON SUMITOMO PHARMA LTD;Healthcare;4506.T;Japan,
DAIWA HOUSE INDUSTRY LTD;Industrials;1925.T;Japan,
DAIWA SECURITIES GROUP INC;Industrials;8601.T;Japan,
DENA LTD;Consumer Discretionary;2432.T;Japan,
DENKA CO LTD;Materials;4061.T;Japan,
DENSO CORP;Consumer Discretionary;6902.T;Japan,
DENTSU GROUP INC;Consumer Discretionary;4324.T;Japan,
DIC CORP;Materials;4631.T;Japan,
DOWA HOLDINGS LTD;Materials;5714.T;Japan,
EAST JAPAN RAILWAY;Consumer Discretionary;9020.T;Japan,
EBARA CORP;Industrials;6361.T;Japan,
EISAI LTD;Healthcare;4523.T;Japan,
FAMILYMART LTD;Consumer Discretionary;8028.T;Japan,
FANUC CORP;Utilities;6954.T;Japan,
FAST RETAILING LTD;Consumer Discretionary;9983.T;Japan,
FUJI ELECTRIC LTD;Utilities;6504.T;Japan,
FUJIFILM HOLDINGS CORP;Materials;4901.T;Japan,
FUJIKURA LTD;Materials;5803.T;Japan,
FUJITSU LTD;Utilities;6702.T;Japan,
FUKUOKA FINANCIAL GROUP INC;Financials;8354.T;Japan,
FURUKAWA ELECTRIC LTD;Materials;5801.T;Japan,
GS YUASA CORP;Utilities;6674.T;Japan,
HASEKO CORP;Industrials;1808.T;Japan,
HINO MOTORS LTD;Consumer Discretionary;7205.T;Japan,
HITACHI CONSTRUCTION MACHINERY LTD;Industrials;6305.T;Japan,
HITACHI LTD;Utilities;6501.T;Japan,
HITACHI ZOSEN CORP;Industrials;7004.T;Japan,
HONDA MOTOR LTD;Consumer Discretionary;7267.T;Japan,
IDEMITSU KOSAN LTD;Materials;5019.T;Japan,
IHI CORP;Industrials;7013.T;Japan,
INPEX CORP;Materials;1605.T;Japan,
ISETAN MITSUKOSHI HOLDINGS LTD;Consumer Discretionary;3099.T;Japan,
ISUZU MOTORS LTD;Consumer Discretionary;7202.T;Japan,
ITOCHU CORP;Consumer Discretionary;8001.T;Japan,
J.FRONT RETAILING LTD;Consumer Discretionary;3086.T;Japan,
JAPAN POST HOLDINGS LTD;Consumer Discretionary;6178.T;Japan,
JAPAN STEEL WORKS LTD;Industrials;5631.T;Japan,
JAPAN TOBACCO INC;Consumer Defensive;2914.T;Japan,
JFE HOLDINGS INC;Materials;5411.T;Japan,
JGC HOLDINGS CORP;Industrials;1963.T;Japan,
JTEKT CORP;Industrials;6473.T;Japan,
JXTG HOLDINGS INC;Materials;5020.T;Japan,
KAJIMA CORP;Industrials;1812.T;Japan,
KANSAI ELECTRIC POWER INC;Utilities;9503.T;Japan,
KAO CORP;Materials;4452.T;Japan,
KAWASAKI HEAVY INDUSTRIES LTD;Consumer Discretionary;7012.T;Japan,
KAWASAKI KISEN LTD;Consumer Discretionary;9107.T;Japan,
KDDI CORP;Communication Services;9433.T;Japan,
KEIO CORP;Consumer Discretionary;9008.T;Japan,
KEISEI ELECTRIC RAILWAY LTD;Consumer Discretionary;9009.T;Japan,
KIKKOMAN CORP;Consumer Defensive;2801.T;Japan,
KIRIN HOLDINGS LTD;Consumer Defensive;2503.T;Japan,
KOBE STEEL LTD;Materials;5406.T;Japan,
KOMATSU LTD;Industrials;6301.T;Japan,
KONAMI HOLDINGS CORP;Communication Services;9766.T;Japan,
KONICA MINOLTA INC;Utilities;4902.T;Japan,
KUBOTA CORP;Industrials;6326.T;Japan,
KURARAY LTD;Materials;3405.T;Japan,
KYOCERA CORP;Utilities;6971.T;Japan,
KYOWA KIRIN LTD;Healthcare;4151.T;Japan,
M3 INC;Consumer Discretionary;2413.T;Japan,
MARUBENI CORP;Consumer Discretionary;8002.T;Japan,
MARUHA NICHIRO CORP;Industrials;1333.T;Japan,
MARUI GROUP LTD;Consumer Discretionary;8252.T;Japan,
MATSUI SECURITIES LTD;Industrials;8628.T;Japan,
MAZDA MOTOR CORP;Consumer Discretionary;7261.T;Japan,
MEIJI HOLDINGS LTD;Consumer Defensive;2269.T;Japan,
MINEBEA MITSUMI INC;Utilities;6479.T;Japan,
MITSUBISHI CHEMICAL CORP;Materials;4188.T;Japan,
MITSUBISHI CORP;Consumer Discretionary;8058.T;Japan,
MITSUBISHI ELECTRIC CORP;Utilities;6503.T;Japan,
MITSUBISHI ESTATE CO LTD;Real Estate;8802.T;Japan,
MITSUBISHI HEAVY INDUSTRIES LTD;Industrials;7011.T;Japan,
MITSUBISHI LOGISTICS CORP;Consumer Discretionary;9301.T;Japan,
MITSUBISHI MATERIALS CORP;Materials;5711.T;Japan,
MITSUBISHI MOTORS CORP;Consumer Discretionary;7211.T;Japan,
MITSUBISHI UFJ FINANCIAL GROUP INC;Financials;8306.T;Japan,
MITSUI CHEMICALS INC;Materials;4183.T;Japan,
MITSUI E&S HOLDINGS LTD;Consumer Discretionary;7003.T;Japan,
MITSUI FUDOSAN LTD;Real Estate;8801.T;Japan,
MITSUI LTD;Consumer Discretionary;8031.T;Japan,
MITSUI MINING AND SMELTING LTD;Materials;5706.T;Japan,
MITSUI OSK LINES LTD;Consumer Discretionary;9104.T;Japan,
MIZUHO FINANCIAL GROUP INC;Financials;8411.T;Japan,
MS&AD INSURANCE GROUP HOLDINGS INC;Financials;8725.T;Japan,
NEC CORP;Utilities;6701.T;Japan,
NGK INSULATORS LTD;Consumer Discretionary;5333.T;Japan,
NH FOODS LTD;Consumer Defensive;2282.T;Japan,
NICHIREI CORP;Consumer Defensive;2871.T;Japan,
NIKON CORP;Consumer Discretionary;7731.T;Japan,
NIPPON ELECTRIC GLASS LTD;Consumer Discretionary;5214.T;Japan,
NIPPON EXPRESS LTD;Consumer Discretionary;9062.T;Japan,
NIPPON KAYAKU LTD;Materials;4272.T;Japan,
NIPPON LIGHT METAL HOLDINGS LTD;Materials;5703.T;Japan,
NIPPON PAPER INDUSTRIES LTD;Materials;3863.T;Japan,
NIPPON SHEET GLASS LTD;Consumer Discretionary;5202.T;Japan,
NIPPON STEEL CORP;Materials;5401.T;Japan,
NIPPON SUISAN LTD;Industrials;1332.T;Japan,
NIPPON TELEGRAPH AND TELEPHONE COR;Communication Services;9432.T;Japan,
NIPPON YUSEN;Consumer Discretionary;9101.T;Japan,
NISSAN CHEMICAL CORP;Materials;4021.T;Japan,
NISSAN MOTOR LTD;Consumer Discretionary;7201.T;Japan,
NISSHIN SEIFUN GROUP INC;Consumer Defensive;2002.T;Japan,
NISSHINBO HOLDINGS INC;Utilities;3105.T;Japan,
NITTO DENKO CORP;Materials;6988.T;Japan,
NOMURA HOLDINGS INC;Industrials;8604.T;Japan,
NSK LTD;Industrials;6471.T;Japan,
NTN CORP;Industrials;6472.T;Japan,
NTT DATA CORP;Communication Services;9613.T;Japan,
NTT DOCOMO INC;Communication Services;9437.T;Japan,
OBAYASHI CORP;Industrials;1802.T;Japan,
ODAKYU ELECTRIC RAILWAY LTD;Consumer Discretionary;9007.T;Japan,
OJI HOLDINGS CORP;Materials;3861.T;Japan,
OKI ELECTRIC INDUSTRY LTD;Utilities;6703.T;Japan,
OKUMA CORP;Industrials;6103.T;Japan,
OLYMPUS CORP;Consumer Discretionary;7733.T;Japan,
OMRON CORP;Utilities;6645.T;Japan,
OSAKA GAS LTD;Utilities;9532.T;Japan,
OTSUKA HOLDINGS LTD;Healthcare;4578.T;Japan,
PACIFIC METALS LTD;Materials;5541.T;Japan,
PANASONIC CORP;Utilities;6752.T;Japan,
RAKUTEN INC;Consumer Discretionary;4755.T;Japan,
RECRUIT HOLDINGS LTD;Consumer Discretionary;6098.T;Japan,
RESONA HOLDINGS INC;Financials;8308.T;Japan,
RICOH LTD;Utilities;7752.T;Japan,
SAPPORO HOLDINGS LTD;Consumer Defensive;2501.T;Japan,
SCREEN HOLDINGS LTD;Utilities;7735.T;Japan,
SECOM LTD;Consumer Discretionary;9735.T;Japan,
SEIKO EPSON CORP;Utilities;6724.T;Japan,
SEKISUI HOUSE LTD;Industrials;1928.T;Japan,
SEVEN & I HOLDINGS LTD;Consumer Discretionary;3382.T;Japan,
SHIMIZU CORP;Industrials;1803.T;Japan,
SHIN ETSU CHEMICAL LTD;Materials;4063.T;Japan,
SHINSEI BANK LTD;Financials;8303.T;Japan,
SHIONOGI LTD;Healthcare;4507.T;Japan,
SHISEIDO LTD;Materials;4911.T;Japan,
SHIZUOKA BANK LTD;Financials;8355.T;Japan,
SHOWA DENKO;Materials;4004.T;Japan,
SKY PERFECT JSAT HOLDINGS INC;Communication Services;9412.T;Japan,
SOFTBANK GROUP CORP;Communication Services;9984.T;Japan,
SOJITZ CORP;Consumer Discretionary;2768.T;Japan,
SOMPO HOLDINGS INC;Financials;8630.T;Japan,
SONY CORP;Utilities;6758.T;Japan,
SONY FINANCIAL HOLDINGS INC;Financials;SNYFY;Japan,
SUBARU CORP;Consumer Discretionary;7270.T;Japan,
SUMCO CORP;Materials;3436.T;Japan,
SUMITOMO CHEMICAL LTD;Materials;4005.T;Japan,
SUMITOMO CORP;Consumer Discretionary;8053.T;Japan,
SUMITOMO ELECTRIC INDUSTRIES LTD;Materials;5802.T;Japan,
SUMITOMO HEAVY INDUSTRIES LTD;Industrials;6302.T;Japan,
SUMITOMO METAL MINING LTD;Materials;5713.T;Japan,
SUMITOMO MITSUI FINANCIAL GROUP IN;Financials;8316.T;Japan,
SUMITOMO MITSUI TRUST HOLDINGS INC;Financials;8309.T;Japan,
SUMITOMO OSAKA CEMENT LTD;Consumer Discretionary;5232.T;Japan,
SUMITOMO REALTY & DEVELOPMENT LTD;Real Estate;8830.T;Japan,
SUZUKI MOTOR CORP;Consumer Discretionary;7269.T;Japan,
T&D HOLDINGS INC;Financials;8795.T;Japan,
TAIHEIYO CEMENT CORP;Consumer Discretionary;5233.T;Japan,
TAISEI CORP;Industrials;1801.T;Japan,
TAIYO YUDEN LTD;Utilities;6976.T;Japan,
TAKARA HOLDINGS INC;Consumer Defensive;2531.T;Japan,
TAKASHIMAYA LTD;Consumer Discretionary;8233.T;Japan,
TAKEDA PHARMACEUTICAL LTD;Healthcare;4502.T;Japan,
TDK CORP;Utilities;6762.T;Japan,
TEIJIN LTD;Consumer Discretionary;3401.T;Japan,
TERUMO CORP;Consumer Discretionary;4543.T;Japan,
TOBU RAILWAY LTD;Consumer Discretionary;9001.T;Japan,
TOHO (TOKYO) LTD;Communication Services;9602.T;Japan,
TOHO ZINC LTD;Materials;5707.T;Japan,
TOKAI CARBON LTD;Consumer Discretionary;5301.T;Japan,
TOKIO MARINE HOLDINGS INC;Financials;8766.T;Japan,
TOKUYAMA CORP;Materials;4043.T;Japan,
TOKYO ELECTRIC POWER HOLDINGS INC;Utilities;9501.T;Japan,
TOKYO ELECTRON LTD;Utilities;8035.T;Japan,
TOKYO GAS LTD;Utilities;9531.T;Japan,
TOKYO TATEMONO LTD;Real Estate;8804.T;Japan,
TOKYU CORP;Consumer Discretionary;9005.T;Japan,
TOKYU FUDOSAN HOLDINGS CORP;Real Estate;3289.T;Japan,
TOPPAN PRINTING LTD;Consumer Discretionary;7911.T;Japan,
TORAY INDUSTRIES INC;Consumer Discretionary;3402.T;Japan,
TOSOH CORP;Materials;4042.T;Japan,
TOTO LTD;Consumer Discretionary;5332.T;Japan,
TOYO SEIKAN GROUP HOLDINGS LTD;Materials;5901.T;Japan,
TOYOBO LTD;Consumer Discretionary;3101.T;Japan,
TOYOTA MOTOR CORP;Consumer Discretionary;7203.T;Japan,
TOYOTA TSUSHO CORP;Consumer Discretionary;8015.T;Japan,
TREND MICRO INC;Communication Services;4704.T;Japan,
UBE INDUSTRIES LTD;Materials;4208.T;Japan,
UNITIKA LTD;Consumer Discretionary;3103.T;Japan,
WEST JAPAN RAILWAY;Consumer Discretionary;9021.T;Japan,
YAMAHA CORP;Consumer Discretionary;7951.T;Japan,
YAMAHA MOTOR LTD;Consumer Discretionary;7272.T;Japan,
YAMATO HOLDINGS LTD;Consumer Discretionary;9064.T;Japan,
YASKAWA ELECTRIC CORP;Utilities;6506.T;Japan,
YOKOGAWA ELECTRIC CORP;Utilities;6841.T;Japan,
YOKOHAMA RUBBER LTD;Materials;5101.T;Japan,
Z HOLDINGS CORP;Communication Services;4689.T;Japan,
JSE Limited;Financials;JSE.JO;South Africa,
JSC Latvijas Gaze;Utilities;GZE1R.RG;Latvia,
A/S Latvijas Juras medicinas centrs;Healthcare;LJM1R.RG;Latvia,
AS Rigas Juvelierizstradajumu Rupnica;Consumer Discretionary;RJR1R.RG;Latvia,
AS Grindeks;Healthcare;GRD1R.RG;Latvia,
Joint stock company VEF;Real Estate;VEF1R.RG;Latvia,
AS Pata Saldus;Materials;SMA1R.RG;Latvia,
A/S Kurzemes Atslega 1;Consumer Discretionary;KA11R.RG;Latvia,
AS Siguldas Ciltslietu Un Maksligas Apseklosanas Stacija;Consumer Defensive;SCM1R.RG;Latvia,
Latvijas Balzams AS;Consumer Defensive;BAL1R.RG;Latvia,
AS Olainfarm;Healthcare;OLF1R.RG;Latvia,
AS Valmieras stikla skiedra;Consumer Discretionary;VSS1R.RG;Latvia,
AS Ditton Pievadkezu Rupnica;Consumer Discretionary;DPK1R.RG;Latvia,
Rigas Kugu Buvetava AS;Industrials;RKB1R.RG;Latvia,
AS Rigas Elektromasinbuves rupnica;Information Technology;RER1R.RG;Latvia,
Baltic Telekom AS;Financials;BTE1R.RG;Latvia,
AS VEF Radiotehnika RRR;Information Technology;RRR1R.RG;Latvia,
AS Rigas autoelektroaparatu rupnica;Real Estate;RAR1R.RG;Latvia,
A/S SAF Tehnika;Information Technology;SAF1R.RG;Latvia,
Amber Grid;Energy;AMG1L.VS;Lithuania,
Apranga;Consumer Discretionary;APG1L.VS;Lithuania,
AUGA group;Consumer Defensive;AUG1L.VS;Lithuania,
Grigeo;Materials;GRG1L.VS;Lithuania,
Invalda INVL;Financials;IVL1L.VS;Lithuania,
INVL Baltic Farmland;Real Estate;INL1L.VS;Lithuania,
INVL Baltic Real Estate;Real Estate;INR1L.VS;Lithuania,
INVL Technology;Financials;INC1L.VS;Lithuania,
Kauno energija;Utilities;KNR1L.VS;Lithuania,
Klaipėdos nafta;Energy;KNF1L.VS;Lithuania,
LITGRID;Utilities;LGD1L.VS;Lithuania,
Linas;Consumer Discretionary;LNS1L.VS;Lithuania,
Linas Agro Group;Consumer Defensive;LNA1L.VS;Lithuania,
Novaturas;Consumer Discretionary;NTU1L.VS;Lithuania,
Panevėžio statybos trestas;Industrials;PTR1L.VS;Lithuania,
Pieno žvaigždės;Consumer Defensive;PZV1L.VS;Lithuania,
Rokiškio sūris;Consumer Defensive;RSU1L.VS;Lithuania,
Šiaulių bankas;Financials;SAB1L.VS;Lithuania,
Snaigė;Information Technology;SNG1L.VS;Lithuania,
Telia Lietuva;Communication Services;TEL1L.VS;Lithuania,
Utenos trikotažas;Industrials;UTR1L.VS;Lithuania,
Vilkiškių pieninė;Consumer Defensive;VLP1L.VS;Lithuania,
Vilniaus baldai;Consumer Discretionary;VBL1L.VS;Lithuania,
Aperam ne;Materials;APAM.AS;Luxembourg,
Arcelor Mittal;Materials;MT;Luxembourg,
Brederode;Financials;BREB.BR;Luxembourg,
Reinet Investments;Financials;REINA.AS;Luxembourg,
RTL Group;Communication Services;RRTL.DE;Luxembourg,
SES;Consumer Discretionary;SESG.PA;Luxembourg,
AirAsia Berhad;Industrials;5099.KL;Malaysia,
Astino Berhad;Industrials;ATNO.KL;Malaysia,
Maxis Berhad;Consumer Discretionary;6012.KL;Malaysia,
Top Glove Corporation Berhad;Materials;TGLVY;Malaysia,
Tenaga Nasional Berhad;Energy;TNABY;Malaysia,
Evergreen Fibreboard Bhd;Materials;5101.KL;Malaysia,
Malayan Banking Berhad;Financials;MLYBY;Malaysia,
SapuraKencana Petroleum Berhad;Energy;5218.KL;Malaysia,
Datasonic Group Berhad;Information Technology;5216.KL;Malaysia,
Dayang Enterprise Holdings Berhad;Financials;5141.KL;Malaysia,
Nationwide Express Courier Services Berhad;Industrials;9806.KL;Malaysia,
EP Manufacturing Bhd;Industrials;EPMB.KL;Malaysia,
TH Heavy Engineering Berhad;Information Technology;7206.KL;Malaysia,
IGB Real Estate Investment Trust;Real Estate;5227.KL;Malaysia,
Sunway Real Estate Investment Trust;Real Estate;5176.KL;Malaysia,
FTSE Bursa Malaysia KLCI ETF;Financials;0820EA.KL;Malaysia,
MY E.G. SERVICES BHD;Consumer Discretionary;0138.KL;Malaysia,
FRONTKEN CORPORATION BHD;Industrials;0128.KL;Malaysia,
Gamuda Bhd;Industrials;GAMU.KL;Malaysia,
Genting Malaysia Berhad;Consumer Discretionary;GMALF;Malaysia,
Hibiscus Petroleum Berhad;Energy;5199.KL;Malaysia,
WCT Holdings Berhad;Financials;WCTE.KL;Malaysia,
Superlon Holdings Berhad;Financials;7235.KL;Malaysia,
ALFA;Materials;ALFAA.MX;Mexico,
América Móvil;Consumer Discretionary;AMXL.MX;Mexico,
Cemex;Materials;CEMEXCPO.MX;Mexico,
Grupo Elektra;Consumer Discretionary;ELEKTRA.MX;Mexico,
Fomento Económico Mexicano (FEMSA);Consumer Defensive;FEMSAUBD.MX;Mexico,
Grupo Financiero Banorte;Financials;GFNORTEO.MX;Mexico,
Grupo Televisa;Communication Services;TLEVISACPO.MX;Mexico,
Wal-Mart de México;Consumer Discretionary;WALMEX.MX;Mexico,
Aker;Financials;AKER.OL;Norway,
Aker BP;Energy;AKERBP.OL;Norway,
Bakkafrost;Consumer Defensive;BAKKA.OL;Norway,
BW LPG;Energy;BWLPG.OL;Norway,
BW Offshore;Energy;BWO.OL;Norway,
DNB;Financials;DNB.OL;Norway,
DNO;Energy;DNO.OL;Norway,
Entra;Real Estate;ENTRA.OL;Norway,
Equinor;Energy;EQNR.OL;Norway,
Frontline;Energy;FRO.OL;Norway,
Gjensidige Forsikring;Financials;GJF.OL;Norway,
Lerøy Seafood Group;Consumer Defensive;LSG.OL;Norway,
Mowi;Consumer Defensive;MOWI.OL;Norway,
NEL;Utilities;NEL.OL;Norway,
Norsk Hydro;Materials;NHY.OL;Norway,
Orkla;Consumer Defensive;ORK.OL;Norway,
SalMar;Consumer Defensive;SALM.OL;Norway,
Scatec Solar;Utilities;SSO.OL;Norway,
Schibsted;Communication Services;SCH.OL;Norway,
Storebrand;Financials;STB.OL;Norway,
Subsea 7;Energy;SUBC.OL;Norway,
Telenor;Consumer Discretionary;TEL.OL;Norway,
Tomra;Consumer Discretionary;TOM.OL;Norway,
